gene_symbol	Ensembl_ID	length	R20240001_01_EKRN240009369-1A_22375FLT4_L6	R20240001_03_EKRN240009371-1A_22375FLT4_L6	R20240001_04_EKRN240009372-1A_22375FLT4_L6	R20240001_02_EKRN240009370-1A_22375FLT4_L6
	ENSG00000285803	1152	13	10	33	21
FAM21EP	ENSG00000235618	2549	3	0	3	3
SLC9A3P3	ENSG00000226631	2229	0	0	0	0
WASHC2A	ENSG00000099290	5162	958	898	810	993
SLC9A3P1	ENSG00000233011	1685	0	0	0	0
DYNC1I2P1	ENSG00000225137	1838	25	104	41	37
LINC02621	ENSG00000234756	706	0	0	0	0
	ENSG00000288011	2920	0	0	1	0
RN7SL591P	ENSG00000240940	292	0	0	0	0
ZNF365	ENSG00000138311	4960	36	32	26	30
	ENSG00000285837	3379	0	0	0	0
	ENSG00000285551	3965	0	0	0	0
	ENSG00000238280	1252	0	0	0	0
ALDH7A1P4	ENSG00000234489	178	0	0	0	0
ADO	ENSG00000181915	3760	1704	1722	1706	1961
	ENSG00000227374	495	0	0	0	0
LINC02666	ENSG00000283141	1005	15	0	18	19
	ENSG00000275327	290	0	0	0	0
MIR4297	ENSG00000266676	76	2	0	0	1
	ENSG00000275005	568	15	74	11	11
	ENSG00000287997	1053	7	14	11	16
RPL21P16	ENSG00000220842	483	619	1426	743	812
	ENSG00000234522	876	0	0	0	0
LINC01561	ENSG00000177234	2176	28	6	14	29
PLPP4	ENSG00000203805	3722	191	139	111	159
	ENSG00000270727	252	0	0	0	0
MIR4675	ENSG00000265372	77	0	0	0	0
MTND1P21	ENSG00000235940	285	0	0	0	0
	ENSG00000230112	186	0	0	0	0
LINC02643	ENSG00000230109	439	0	0	0	0
MRM3P1	ENSG00000231553	560	0	0	0	0
	ENSG00000278650	216	0	0	0	0
METAZOA_SRP	ENSG00000273566	280	0	0	0	0
Y_RNA	ENSG00000199222	102	0	0	0	0
MIR1915HG	ENSG00000204682	3799	1016	275	904	1194
MIR1915	ENSG00000222071	80	18	0	16	14
SKIDA1	ENSG00000180592	6703	1490	1333	1604	2040
	ENSG00000286881	296	17	0	11	11
RNU6-306P	ENSG00000207347	107	0	0	0	0
NPS	ENSG00000214285	1231	0	0	0	0
OLAH	ENSG00000152463	2334	0	0	3	9
FAM170B	ENSG00000172538	1414	0	0	0	0
CASP7	ENSG00000165806	3612	457	425	393	511
BAG3	ENSG00000151929	2737	980	316	719	1195
PRKG1	ENSG00000185532	12931	43	112	87	68
VCL	ENSG00000035403	9992	1758	1296	1810	2164
SUFU	ENSG00000107882	6880	1311	333	1156	1634
COX15	ENSG00000014919	5215	1364	1725	1329	1628
NRAP	ENSG00000197893	5669	0	0	0	0
	ENSG00000223027	141	0	0	0	0
RNU6-946P	ENSG00000206605	107	0	0	0	0
FAM238C	ENSG00000283709	5545	4	0	4	15
RNU6-490P	ENSG00000199855	107	0	0	0	0
MASTL	ENSG00000120539	4660	2211	4007	2078	2514
RNU2-24P	ENSG00000252639	143	0	0	0	0
RNU7-12P	ENSG00000251839	62	0	0	0	0
	ENSG00000262412	1002	2	16	2	3
LRRC37A6P	ENSG00000230445	5625	3	0	2	1
RPL7AP8	ENSG00000230507	804	0	0	0	0
	ENSG00000272631	6545	59	93	58	69
RPAP2P1	ENSG00000270874	1168	1	0	0	0
ANKRD26	ENSG00000107890	13564	685	1485	660	747
RNU6-1274P	ENSG00000207287	107	0	0	0	0
RPL13AP5	ENSG00000236552	612	992	1684	1520	1829
MIR607	ENSG00000207976	96	0	0	0	0
HMGN2P35	ENSG00000232875	270	0	0	0	0
SLIT1	ENSG00000187122	9142	203	47	275	268
SLIT1-AS1	ENSG00000234855	1391	0	0	0	1
NET1	ENSG00000173848	4762	5513	7660	5438	6227
CALML5	ENSG00000178372	874	0	0	0	0
CALML3-AS1	ENSG00000205488	9205	0	0	0	2
CALML3	ENSG00000178363	1811	0	0	0	0
	ENSG00000256462	595	0	0	0	0
	ENSG00000287566	4431	0	0	0	0
	ENSG00000287235	2357	0	0	0	0
	ENSG00000228685	196	0	0	0	0
RN7SL445P	ENSG00000240577	293	0	0	0	0
ASB13	ENSG00000196372	3003	773	239	791	975
TASOR2	ENSG00000108021	10960	6394	8686	5331	6498
	ENSG00000226647	1412	6	0	3	1
GDI2	ENSG00000057608	3918	9682	13138	9663	10845
NRBF2P5	ENSG00000270427	788	11	0	3	7
	ENSG00000272764	276	29	11	25	17
RPL12P28	ENSG00000240180	489	0	0	0	0
LASTR	ENSG00000242147	5307	0	0	0	0
CEP55	ENSG00000138180	3291	3118	5061	2618	3439
RNA5SP323	ENSG00000212396	133	5	0	2	4
FFAR4	ENSG00000186188	4060	0	0	0	0
PDE6C	ENSG00000095464	3361	3	30	8	7
FRA10AC1	ENSG00000148690	8162	667	1364	620	764
LGI1	ENSG00000108231	15449	0	0	6	1
	ENSG00000280660	8444	0	0	0	0
	ENSG00000280485	444	0	0	0	0
RAB11AP1	ENSG00000227995	646	0	0	0	0
RPSAP7	ENSG00000237032	885	0	0	0	0
CDNF	ENSG00000185267	1703	13	25	20	6
HSPA14	ENSG00000187522	2502	1229	1742	1031	1205
SUV39H2-DT	ENSG00000272853	999	35	10	44	49
	ENSG00000272912	820	9	0	0	1
CNNM2	ENSG00000148842	16324	662	518	789	887
	ENSG00000278498	163	0	0	0	0
RPS15AP29	ENSG00000237827	400	0	0	0	0
MARCKSL1P1	ENSG00000213277	541	0	0	3	0
ST13P13	ENSG00000229256	1092	0	0	1	3
RPEL1	ENSG00000235376	2130	0	0	0	4
INA	ENSG00000148798	3251	8690	10089	7419	9581
PCGF6	ENSG00000156374	3008	895	2078	814	985
RNU11-3P	ENSG00000212413	133	1	0	0	0
ATP5MK	ENSG00000173915	924	1917	6030	1980	2501
MIR1307	ENSG00000283867	149	0	0	0	0
NT5C2	ENSG00000076685	9137	805	605	684	761
SLC35G1	ENSG00000176273	6829	393	595	354	398
PIPSL	ENSG00000180764	3350	39	60	40	51
PLCE1-AS2	ENSG00000232913	4248	0	0	0	0
HDAC1P1	ENSG00000234724	1445	1	0	0	1
RNU6-657P	ENSG00000206631	107	0	0	0	0
	ENSG00000228553	384	0	0	0	0
PLCE1-AS1	ENSG00000268894	2913	0	0	1	0
	ENSG00000273450	421	0	0	2	3
NOC3L	ENSG00000173145	4464	2007	3403	1717	2092
TBC1D12	ENSG00000108239	7286	315	328	309	416
HELLS	ENSG00000119969	10150	3974	6320	3145	4101
	ENSG00000244332	645	5	0	5	1
CTBP2P2	ENSG00000235746	1334	0	0	0	0
	ENSG00000237297	747	0	0	0	0
TUBB8	ENSG00000261456	2874	1	0	8	7
IL9RP2	ENSG00000232420	1312	0	0	0	0
	ENSG00000276662	716	7	0	3	2
RNA5SP297	ENSG00000212331	113	0	0	0	0
RNA5SP298	ENSG00000201861	111	4	8	0	0
RN7SL754P	ENSG00000239822	266	0	0	0	0
	ENSG00000233021	558	1	0	0	0
ZMYND11	ENSG00000015171	5325	1960	2451	1667	1982
ATP5MC1P8	ENSG00000224948	294	0	0	0	0
KCNMA1-AS1	ENSG00000236467	7061	0	0	1	0
KCNMA1-AS2	ENSG00000225497	457	0	0	0	0
	ENSG00000224500	418	0	0	0	0
COX6CP15	ENSG00000228092	211	0	0	0	0
RNA5SP321	ENSG00000199592	111	0	0	0	0
	ENSG00000213514	3711	3	24	3	5
	ENSG00000277981	770	0	0	0	0
KCNMA1	ENSG00000156113	39437	296	254	416	408
KCNMA1-AS3	ENSG00000225652	2125	0	0	0	0
MBL2	ENSG00000165471	3617	0	0	0	0
ABCC2	ENSG00000023839	7837	75	137	78	89
SHLD2P3	ENSG00000189014	2712	6	0	3	4
RN7SL453P	ENSG00000276544	329	0	0	0	0
RHEBP2	ENSG00000226964	600	16	82	12	29
	ENSG00000276850	2498	0	0	0	0
NPY4R2	ENSG00000264717	1956	0	0	0	0
	ENSG00000273760	826	0	0	0	0
FAM25C	ENSG00000276430	352	0	0	0	0
Y_RNA	ENSG00000201548	96	0	0	0	0
LIPJ	ENSG00000204022	4528	0	0	0	0
RPL7P34	ENSG00000237205	712	0	0	0	0
LIPF	ENSG00000182333	2348	0	0	0	0
NAPGP1	ENSG00000271408	719	0	0	0	0
KRT8P38	ENSG00000226358	1430	0	0	0	0
RCBTB2P1	ENSG00000235150	1462	0	0	0	0
LIPM	ENSG00000173239	1511	0	0	0	0
LIPN	ENSG00000204020	5627	0	0	0	0
RNU6-598P	ENSG00000200887	105	0	0	0	0
EEF1A1P39	ENSG00000230125	250	1	13	0	0
	ENSG00000259994	3241	184	343	161	182
	ENSG00000285824	1120	0	0	0	0
DNM1P17	ENSG00000250833	426	0	0	0	0
GOLGA2P6	ENSG00000241621	2049	0	0	0	0
RN7SL241P	ENSG00000239625	236	0	0	0	0
MIR7162	ENSG00000284277	69	0	0	0	0
NIFKP1	ENSG00000214434	889	0	0	0	0
	ENSG00000235679	223	0	0	0	0
CCND3P1	ENSG00000224473	580	0	0	0	0
MAP3K8	ENSG00000107968	3517	0	0	6	13
HNRNPA1P32	ENSG00000213778	963	0	0	0	0
	ENSG00000287420	998	0	0	0	0
	ENSG00000228800	541	0	0	0	0
RN7SL63P	ENSG00000239744	304	0	0	0	0
	ENSG00000230298	378	0	0	0	0
	ENSG00000285630	1817	0	0	0	0
SNRPGP12	ENSG00000226734	213	0	0	0	0
	ENSG00000228417	470	0	7	2	0
	ENSG00000214067	468	0	0	0	3
SMNDC1	ENSG00000119953	5404	1790	2677	1564	1955
DUSP5-DT	ENSG00000273143	3430	13	0	15	26
HMGB3P5	ENSG00000237642	612	0	0	0	0
DUSP5	ENSG00000138166	2535	129	65	79	129
MTPAP	ENSG00000107951	8341	1664	2749	1634	1744
	ENSG00000285871	1780	2	0	0	1
RNU6-571P	ENSG00000206855	107	0	0	0	0
MED28P1	ENSG00000214875	571	3	0	2	4
ACTBP14	ENSG00000229001	1089	0	0	0	0
SRGN	ENSG00000122862	1217	0	0	2	0
METAZOA_SRP	ENSG00000274008	299	0	0	1	0
RPS12P17	ENSG00000233163	377	0	0	0	0
ANXA8	ENSG00000265190	4955	0	0	0	0
RUFY2	ENSG00000204130	8137	628	1296	561	642
LCOR	ENSG00000196233	29854	3004	4000	3214	3306
VTI1A	ENSG00000151532	8408	841	984	850	1086
KIFBP	ENSG00000198954	7344	1634	3146	1687	1885
ASAH2B	ENSG00000204147	6481	440	751	365	432
FBH1	ENSG00000134452	6676	1780	940	1633	2206
RPP30	ENSG00000148688	4418	1687	1637	1525	1827
NEBL	ENSG00000078114	17810	214	643	368	321
DOCK1	ENSG00000150760	8142	2381	2451	2274	2726
CC2D2B	ENSG00000188649	7555	2	0	2	6
CFAP43	ENSG00000197748	7186	7	6	4	4
TRIM8	ENSG00000171206	5011	1115	272	1099	1355
DMBT1	ENSG00000187908	9375	0	0	0	0
HSPA12A	ENSG00000165868	21113	6233	5468	6050	7875
RNU6-883P	ENSG00000207327	107	0	0	1	0
RPS26P41	ENSG00000237139	284	0	0	0	1
	ENSG00000268584	795	7	17	14	17
	ENSG00000272791	935	7	4	1	4
MYOZ1	ENSG00000177791	1300	0	0	2	2
SYNPO2L	ENSG00000166317	5104	3	14	14	14
SYNPO2L-AS1	ENSG00000271848	2927	5	0	4	7
BMS1P4-AGAP5	ENSG00000242288	3810	0	0	0	0
BMS1P4	ENSG00000271816	1913	13	5	18	21
	ENSG00000272140	1192	25	43	24	26
RNA5SP320	ENSG00000252072	124	0	0	1	0
BMS1P4	ENSG00000242338	1982	20	32	28	27
DUSP8P5	ENSG00000235316	1815	75	6	85	91
	ENSG00000270808	286	9	0	4	8
	ENSG00000279088	1236	180	196	140	185
SEC24C	ENSG00000176986	5353	2196	483	1971	2441
	ENSG00000279689	3599	7	0	9	13
FUT11	ENSG00000196968	4925	691	480	512	750
CHCHD1	ENSG00000172586	1483	1324	960	1300	1670
ZSWIM8	ENSG00000214655	7929	1177	180	990	1440
	ENSG00000280238	273	0	0	0	0
ZSWIM8-AS1	ENSG00000272589	1460	0	0	0	0
	ENSG00000272916	5818	2	0	1	0
NDST2	ENSG00000166507	4654	7	0	7	9
	ENSG00000224195	445	0	0	0	0
	ENSG00000229990	866	1	0	0	0
	ENSG00000286401	657	1	0	2	0
	ENSG00000279863	1586	8	7	7	9
C10ORF71	ENSG00000177354	5439	2	7	3	5
	ENSG00000235939	435	0	0	0	0
RPL35AP23	ENSG00000264217	330	0	0	0	0
TIMM23	ENSG00000265354	1190	2745	2460	2257	2948
SNORA74C-1	ENSG00000265733	201	0	0	0	0
MSMB	ENSG00000263639	926	0	0	0	0
RPL23AP61	ENSG00000280012	466	0	0	0	0
AGAP7P	ENSG00000264204	2062	10	1	7	11
LINC00200	ENSG00000229205	5823	18	0	10	9
	ENSG00000287043	955	1	0	3	1
	ENSG00000282390	2985	179	92	140	143
VPS26A	ENSG00000122958	5116	2560	5198	2364	2938
SUPV3L1	ENSG00000156502	4281	2014	2343	1757	2066
	ENSG00000229261	1933	0	0	0	0
HKDC1	ENSG00000156510	4223	0	0	0	0
	ENSG00000231748	434	0	0	0	0
RPS15AP28	ENSG00000229197	386	0	0	0	0
ATP5MC1P7	ENSG00000232734	400	0	0	0	0
TSPAN15	ENSG00000099282	2651	411	95	551	635
	ENSG00000287306	2923	14	11	6	12
TMEM256P1	ENSG00000233197	340	0	0	0	0
NEUROG3	ENSG00000122859	1560	0	0	0	0
MTATP6P23	ENSG00000230755	476	0	0	0	0
MTCO2P23	ENSG00000235803	680	0	0	0	0
MTCO1P23	ENSG00000235524	1526	0	0	0	0
MTND2P15	ENSG00000231152	892	0	0	0	0
MTND1P20	ENSG00000226794	950	0	0	0	0
FAM241B	ENSG00000171224	1350	562	159	453	591
LINC02651	ENSG00000235645	576	0	0	0	0
	ENSG00000278830	292	0	0	0	0
RNU6-666P	ENSG00000200369	107	0	0	0	0
	ENSG00000215409	808	0	0	0	0
RNU6-452P	ENSG00000207135	107	0	0	0	0
LINC02673	ENSG00000260151	1395	0	0	0	0
FAM210CP	ENSG00000213770	574	0	0	0	0
TRIAP1P1	ENSG00000237956	225	0	0	0	0
PTCHD3	ENSG00000182077	3595	0	0	0	0
ACBD5	ENSG00000107897	11794	1161	2005	1208	1464
KIF11	ENSG00000138160	5322	6314	9365	5373	6380
RPL11P4	ENSG00000184111	436	0	0	0	0
RN7SL644P	ENSG00000264313	259	0	0	0	0
LINC02636	ENSG00000224222	1527	0	0	1	0
AIFM2	ENSG00000042286	5135	258	58	230	316
SAR1A	ENSG00000079332	6914	3796	4035	3127	4120
CALM2P2	ENSG00000229097	440	42	43	24	32
RPS25P9	ENSG00000232142	252	0	0	0	2
PPA1	ENSG00000180817	5166	6994	17418	6838	8339
TYSND1	ENSG00000156521	4621	699	67	638	872
RNA5SP309	ENSG00000252479	106	0	0	0	0
SPTLC1P1	ENSG00000230397	261	2	0	0	1
	ENSG00000285781	1251	6	0	0	0
	ENSG00000223834	3299	18	11	9	14
	ENSG00000286694	1965	5	41	8	0
	ENSG00000231855	60	0	0	0	0
Y_RNA	ENSG00000222412	95	0	0	0	0
RPS15AP5	ENSG00000223540	388	0	0	0	1
	ENSG00000224250	299	0	0	0	0
Y_RNA	ENSG00000201884	101	2	0	0	0
	ENSG00000273767	76	0	0	0	0
	ENSG00000276742	317	3	6	1	2
NSMCE4A	ENSG00000107672	3543	1633	2998	1626	1933
	ENSG00000273891	1937	24	48	34	47
	ENSG00000285715	817	0	0	0	0
	ENSG00000285973	4399	2	0	0	1
HPS6	ENSG00000166189	2688	747	100	752	918
	ENSG00000224302	255	1	0	4	2
	ENSG00000229629	95	0	0	0	1
LDB1	ENSG00000198728	3776	7124	1591	6254	8236
PPRC1	ENSG00000148840	6097	5454	1387	4085	5772
NOLC1	ENSG00000166197	3970	16532	15116	15059	18365
ELOVL3	ENSG00000119915	1400	11	0	27	28
PITX3	ENSG00000107859	1429	1	0	4	1
AK3P5	ENSG00000228816	519	0	0	0	0
MTND4LP11	ENSG00000234163	280	0	0	0	0
RN7SL847P	ENSG00000265319	270	0	0	0	0
	ENSG00000229878	196	0	0	0	0
RPL7AP53	ENSG00000235962	793	0	0	2	0
	ENSG00000234182	1163	0	0	0	0
	ENSG00000287560	1464	0	0	0	0
PFKP-DT	ENSG00000273001	578	8	0	7	2
PFKP	ENSG00000067057	7728	3999	1494	4627	5262
	ENSG00000278419	447	0	0	0	0
PITRM1-AS1	ENSG00000237399	4370	20	10	15	20
	ENSG00000236968	597	0	0	0	0
	ENSG00000227338	1309	0	0	0	0
	ENSG00000287428	1364	0	0	0	0
	ENSG00000233805	215	0	0	0	0
RNU6-687P	ENSG00000252252	89	0	0	0	0
	ENSG00000234173	2300	0	0	0	0
NEFMP1	ENSG00000224697	1006	0	0	0	0
MIR548F1	ENSG00000221594	84	0	0	0	0
	ENSG00000236744	439	0	0	1	0
	ENSG00000223800	316	0	0	0	0
	ENSG00000228048	436	0	0	0	0
MTRNR2L5	ENSG00000249860	1687	0	0	0	0
GAPDHP21	ENSG00000236993	1010	0	0	1	0
	ENSG00000270541	358	0	0	0	0
PITRM1	ENSG00000107959	12635	1240	833	1208	1444
	ENSG00000288566	800	0	0	0	0
RNY3P12	ENSG00000202297	102	0	0	0	1
MARK2P9	ENSG00000232709	1727	4	0	3	9
	ENSG00000286795	954	0	0	1	1
IDE	ENSG00000119912	16811	2761	4192	2080	2731
	ENSG00000272447	1701	48	64	46	41
NPAP1P2	ENSG00000214695	1234	0	0	0	0
CTSLP6	ENSG00000204437	1002	0	0	0	0
PGGT1BP2	ENSG00000214584	1028	2	0	1	0
	ENSG00000283913	2077	1	0	2	0
BMS1P21	ENSG00000283101	365	0	0	0	0
MBL1P	ENSG00000242600	1424	5	0	2	9
SFTPD	ENSG00000133661	4238	1	0	2	0
SFTPD-AS1	ENSG00000273372	5001	1	0	0	0
ZNRF2P3	ENSG00000235924	374	0	0	0	0
DPY19L2P5	ENSG00000225100	331	0	0	0	0
	ENSG00000229616	199	0	0	0	0
C1DP3	ENSG00000224760	423	0	0	0	0
C1DP2	ENSG00000236217	426	0	0	0	0
C1DP4	ENSG00000227515	424	0	0	0	0
TMEM254-AS1	ENSG00000230091	3138	8	0	11	10
	ENSG00000282432	121	0	0	0	0
TMEM254	ENSG00000133678	2996	257	453	230	295
	ENSG00000279399	457	0	0	0	0
RPL22P18	ENSG00000230171	377	0	0	0	0
PLAC9	ENSG00000189129	1240	0	0	0	0
MACROH2A2	ENSG00000099284	14988	4835	2397	4336	5685
NPFFR1	ENSG00000148734	9249	8	0	10	5
LINC02668	ENSG00000226762	4650	0	0	0	0
	ENSG00000288657	2301	0	0	0	0
ITGB1	ENSG00000150093	14561	7557	14509	7919	8565
ABI1	ENSG00000136754	4218	917	1138	822	1019
MLLT10	ENSG00000078403	9130	3062	4268	3168	3547
EPC1	ENSG00000120616	11286	877	1289	842	932
KIF20B	ENSG00000138182	6871	3145	8288	2985	3217
TIMM23B	ENSG00000204152	3040	188	352	159	196
R3HCC1L	ENSG00000166024	3571	833	1199	709	863
PSTK	ENSG00000179988	6118	120	226	107	172
CABCOCO1	ENSG00000183346	1821	0	0	0	0
	ENSG00000284024	4763	1614	1641	1562	1817
NUTM2D	ENSG00000214562	6933	194	66	195	174
PTPRE	ENSG00000132334	11193	4	0	1	3
AP3M1	ENSG00000185009	5691	2731	3294	2484	2972
HERC4	ENSG00000148634	15800	1067	1619	1035	1206
MCM10	ENSG00000065328	5456	4464	4928	3875	4659
MXI1	ENSG00000119950	5907	1358	1563	1711	1653
HECTD2	ENSG00000165338	11550	913	1760	940	953
ADK	ENSG00000156110	4658	1672	2873	1809	2024
HK1	ENSG00000156515	6293	5195	2295	4929	5548
IFIT6P	ENSG00000224289	1194	0	0	0	0
IFIT1B	ENSG00000204010	1972	0	0	0	1
IFIT1	ENSG00000185745	4614	30	6	12	33
SLC16A12	ENSG00000152779	4873	3	0	0	0
SLC16A12-AS1	ENSG00000234452	690	0	0	0	0
	ENSG00000200294	132	0	0	0	0
RPL15P14	ENSG00000226701	636	0	0	1	0
ANAPC16	ENSG00000166295	4324	1582	1752	1584	1815
Y_RNA	ENSG00000200170	101	3	4	5	3
DDIT4	ENSG00000168209	2118	1364	1205	9321	3782
RNU6-805P	ENSG00000202513	106	0	0	0	0
	ENSG00000282915	479	0	0	0	0
SNX19P4	ENSG00000276531	568	0	0	0	0
	ENSG00000279029	1855	2	0	0	1
RNA5SP305	ENSG00000199535	119	0	0	0	0
	ENSG00000285750	2057	3	17	9	2
	ENSG00000228667	268	0	0	0	1
RN7SKP241	ENSG00000240294	291	0	0	0	0
PRPF38AP2	ENSG00000236582	851	0	10	0	0
HACD1	ENSG00000165996	3854	423	671	460	551
STAM-DT	ENSG00000260589	2595	70	111	59	64
STAM	ENSG00000136738	4130	1696	2474	1506	1942
	ENSG00000229190	557	1	0	0	1
TMEM236	ENSG00000148483	5515	1	7	3	5
	ENSG00000229869	407	0	0	4	0
	ENSG00000205740	4964	20	36	29	29
GTPBP4	ENSG00000107937	6121	5642	7297	4837	6015
IDI2	ENSG00000148377	1356	1	0	0	3
IDI2-AS1	ENSG00000232656	3348	107	92	68	104
	ENSG00000270434	297	0	0	0	0
FAM25E	ENSG00000231122	322	0	0	0	0
RNA5SP310	ENSG00000239152	116	0	0	0	0
ANTXRLP1	ENSG00000263482	1829	0	0	0	0
AGAP14P	ENSG00000279058	2060	4	0	3	1
FAM25BP	ENSG00000273225	544	0	0	0	0
	ENSG00000279458	674	0	0	0	0
ANXA8L1	ENSG00000264230	2860	0	0	0	0
	ENSG00000285402	1700	0	0	0	0
LINC00842	ENSG00000285294	2872	0	0	0	0
HNRNPA1P33	ENSG00000213412	561	0	0	0	0
NPY4R	ENSG00000204174	2033	0	0	0	0
STOX1	ENSG00000165730	3914	53	108	47	40
RNU6-697P	ENSG00000200218	107	0	0	0	0
DDX50	ENSG00000107625	2683	2322	3110	2196	2602
SLC29A3	ENSG00000198246	5438	299	59	306	337
	ENSG00000279406	2132	16	0	24	17
CDH23-AS1	ENSG00000223817	378	0	0	0	0
C10ORF105	ENSG00000214688	4891	0	0	0	0
VSIR	ENSG00000107738	5153	1	0	3	10
MIR7152	ENSG00000274824	54	0	0	1	0
CDH23	ENSG00000107736	18592	315	140	361	380
RNU7-38P	ENSG00000238446	60	0	0	0	0
	ENSG00000230526	525	0	0	0	0
	ENSG00000229569	2018	0	0	0	0
PPIF	ENSG00000108179	2671	4328	1796	3575	5061
ZCCHC24	ENSG00000165424	5048	296	186	258	401
	ENSG00000235426	511	0	0	0	2
TPRX1P1	ENSG00000259021	319	0	0	0	0
	ENSG00000241317	333	0	0	0	0
	ENSG00000235705	799	0	0	0	0
	ENSG00000271985	124	0	0	0	0
RPS12P18	ENSG00000232965	270	0	0	0	0
SFTPA2	ENSG00000185303	2695	0	0	0	0
MBL3P	ENSG00000219430	644	0	0	0	0
SFTPA3P	ENSG00000225827	367	0	0	0	0
SFTPA1	ENSG00000122852	2451	0	0	0	0
LINC02679	ENSG00000226676	687	0	0	0	0
	ENSG00000244733	1837	42	37	31	65
NUTM2B-AS1	ENSG00000225484	22490	368	515	356	356
	ENSG00000272489	1595	0	14	0	0
	ENSG00000280355	2122	126	335	142	143
BEND3P3	ENSG00000278616	2440	90	10	120	118
	ENSG00000224886	490	0	0	0	0
	ENSG00000287475	3560	0	0	5	1
	ENSG00000286359	658	0	0	0	1
WAPL	ENSG00000062650	7205	3578	4229	3413	4040
RNU6-780P	ENSG00000212332	104	0	0	0	1
	ENSG00000227896	3058	82	112	95	124
CYP2C58P	ENSG00000235199	475	0	0	0	0
RPL7AP52	ENSG00000225354	790	0	0	0	0
CYP2C9	ENSG00000138109	4058	0	0	0	0
MTND4P20	ENSG00000233377	869	0	0	0	0
CYP2C59P	ENSG00000228460	269	0	0	0	0
CYP2C60P	ENSG00000260863	139	0	0	0	0
	ENSG00000237885	409	0	0	0	0
CYP2C8	ENSG00000138115	2509	4	8	1	2
	ENSG00000231829	1634	0	0	0	0
	ENSG00000288526	420	2	0	3	0
	ENSG00000274691	103	0	0	0	0
PAWRP1	ENSG00000225533	565	0	0	0	0
ACSM6	ENSG00000173124	2807	2	0	0	2
	ENSG00000234026	663	0	0	0	0
RPS3AP36	ENSG00000214362	775	0	0	0	0
ALDH18A1	ENSG00000059573	3759	5991	3166	5919	7057
ENTPD1	ENSG00000138185	14344	479	685	505	578
	ENSG00000240527	587	0	0	0	0
LOXL4	ENSG00000138131	3597	255	100	327	332
	ENSG00000230928	1168	1	0	7	3
PYROXD2	ENSG00000119943	3865	115	67	148	158
MIR1287	ENSG00000284415	90	0	0	0	0
HPS1	ENSG00000107521	5285	0	0	0	0
MIR4685	ENSG00000264610	69	0	0	0	0
LINC02620	ENSG00000225768	1013	0	0	0	0
	ENSG00000237761	1343	0	0	0	0
SORCS3	ENSG00000156395	5575	22	21	44	38
SORCS3-AS1	ENSG00000226387	1278	0	0	0	0
MCMBP	ENSG00000197771	5994	6147	7388	5357	6624
SEC23IP	ENSG00000107651	7847	2500	3576	2037	2659
MIR4682	ENSG00000265370	80	1	0	0	0
NACAP2	ENSG00000180230	624	0	0	0	0
IFIT5	ENSG00000152778	4369	1516	2200	1245	1546
	ENSG00000233292	415	0	0	0	0
CH25H	ENSG00000138135	1689	0	0	0	0
LIPA	ENSG00000107798	4891	1224	1627	1212	1502
TCTN3	ENSG00000119977	9465	1297	1205	1228	1391
IFIT3	ENSG00000119917	5067	5	0	0	1
CAMK2G	ENSG00000148660	7273	1260	721	1446	1700
OGDHL	ENSG00000197444	5726	1453	434	1698	2053
MAPK6P6	ENSG00000226389	1053	0	0	0	0
RPL21P89	ENSG00000229870	467	10	17	10	7
TIMM23B-AGAP6	ENSG00000178440	4505	16	22	19	15
SGMS1	ENSG00000198964	6423	301	280	261	331
	ENSG00000225303	373	0	0	0	0
RNU7-107P	ENSG00000238523	61	0	0	0	0
SHQ1P1	ENSG00000231588	1544	0	0	0	0
	ENSG00000223761	168	0	0	0	0
	ENSG00000225913	495	1	0	5	8
	ENSG00000196566	744	0	0	0	0
RPS26P38	ENSG00000234192	348	0	0	0	0
PAPSS2	ENSG00000198682	4083	384	459	394	505
ATAD1	ENSG00000138138	5745	2483	5024	2782	2898
CFL1P1	ENSG00000223820	2695	32	73	23	36
RN7SL78P	ENSG00000243782	281	0	0	0	0
KLLN	ENSG00000227268	4376	11	17	14	23
RPL11P3	ENSG00000213613	523	2	0	0	0
	ENSG00000200891	78	0	0	0	0
ARID5B	ENSG00000150347	8760	50	66	57	94
RPL26P6	ENSG00000229659	438	106	362	136	125
MSS51	ENSG00000166343	2423	48	27	36	69
PPP3CB	ENSG00000107758	5089	1934	2868	1985	2185
SEC31B	ENSG00000075826	7934	383	78	294	387
	ENSG00000255339	2139	0	0	1	0
NDUFB8	ENSG00000166136	1999	693	1025	722	833
HIF1AN	ENSG00000166135	13894	2178	798	2007	2406
METAZOA_SRP	ENSG00000274660	315	0	0	1	0
PAX2	ENSG00000075891	6582	59	8	45	59
Y_RNA	ENSG00000222072	107	0	0	0	0
	ENSG00000272572	1637	21	4	21	12
SLF2	ENSG00000119906	8812	1476	1389	1175	1384
	ENSG00000273476	448	0	5	0	2
SEMA4G	ENSG00000095539	5253	295	74	291	349
MIR608	ENSG00000207551	100	0	0	0	0
	ENSG00000236662	342	1	0	0	2
TWNK	ENSG00000107815	4135	2516	921	2200	2913
LZTS2	ENSG00000107816	6547	2693	296	2361	3213
PDZD7	ENSG00000186862	6602	42	0	63	69
	ENSG00000273162	977	65	1	38	71
KAZALD1	ENSG00000107821	4171	75	32	66	96
	ENSG00000232110	2907	4	9	14	13
IFIT2	ENSG00000119922	4326	0	0	0	0
MIR8086	ENSG00000275036	93	0	0	0	0
